Timestamp,scan,PosX,PosY,PosZ,RotX,RotY,RotZ,Joint0RotX,Joint0RotY,Joint0RotZ,Joint1RotX,Joint1RotY,Joint1RotZ
2.9828,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
2.9883,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
2.9943,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
2.9998,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.0050,True,71.2647,0.0000,13.5624,270.0000,169.2249,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.0176,False,70.0339,0.0000,13.6160,270.0000,168.9978,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.0254,False,69.2699,0.0000,13.6563,270.0198,168.8474,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.0322,False,68.6039,0.0000,13.6954,270.0000,168.7105,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.0388,False,67.9519,0.0000,13.7368,270.0000,168.5714,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.0458,False,67.2677,0.0000,13.7833,270.0000,168.4203,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.0529,False,66.5679,0.0000,13.8335,270.0000,168.2605,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.0597,False,65.9083,0.0000,13.8826,270.0000,168.1054,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.0661,False,65.2827,0.0000,13.9302,270.0000,167.9547,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.0730,False,64.6093,0.0000,13.9818,270.0000,167.7892,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.0795,False,63.9732,0.0000,14.0300,270.0000,167.6303,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.0862,False,63.3200,0.0000,14.0778,270.0000,167.4654,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.0928,False,62.6696,0.0000,14.1226,270.0000,167.3005,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.0992,False,62.0460,0.0000,14.1615,270.0000,167.1430,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.1059,False,61.3801,0.0000,14.1968,270.0000,166.9769,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.1124,False,60.7520,0.0000,14.2221,270.0000,166.8242,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.1192,False,60.0812,0.0000,14.2380,270.0000,166.6680,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.1257,False,59.4421,0.0000,14.2392,270.0000,166.5289,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.1328,False,58.7457,0.0000,14.2204,270.0000,166.3924,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.1394,False,58.0966,0.0000,14.1788,270.0000,166.2848,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.1461,False,57.4462,0.0000,14.1072,270.0000,166.2028,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.1534,False,56.7421,0.0000,13.9864,270.0000,166.1532,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.1598,False,56.1298,0.0000,13.8342,270.0000,166.1543,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.1669,False,55.4703,0.0000,13.6067,270.0000,166.2176,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.1740,False,54.8407,0.0000,13.3093,270.0000,166.3586,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.1810,False,54.2606,0.0000,12.9439,270.0000,166.5828,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.1876,False,53.7585,0.0000,12.5350,270.0000,166.8747,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.1942,False,53.3111,0.0000,12.0766,270.0000,167.2362,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.2016,False,52.8662,0.0000,11.5069,270.0000,167.7205,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.2082,False,52.5174,0.0000,10.9583,270.0000,168.2138,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.2153,False,52.1915,0.0000,10.3417,270.0000,168.7921,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.2223,False,51.9130,0.0000,9.7146,270.0000,169.4007,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.2295,False,51.6644,0.0000,9.0567,270.0000,170.0572,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.2366,False,51.4470,0.0000,8.3870,270.0000,170.7410,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.2433,False,51.2692,0.0000,7.7590,270.0000,171.3943,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.2502,False,51.1053,0.0000,7.1019,270.0000,172.0885,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.2568,False,50.9659,0.0000,6.4727,270.0000,172.7621,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.2638,False,50.8316,0.0000,5.7926,270.0000,173.4988,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.2709,False,50.7118,0.0000,5.1131,270.0000,174.2426,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.2783,False,50.5977,0.0000,4.3887,270.0000,175.0427,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.2849,False,50.5078,0.0000,3.7560,270.0000,175.7471,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.2916,False,50.4225,0.0000,3.0954,270.0000,176.4870,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.2985,False,50.3450,0.0000,2.4350,270.0000,177.2310,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.3065,True,50.2616,0.0000,1.6490,270.0000,178.1209,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.3138,False,50.1924,0.0000,0.9271,270.0000,178.9419,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.3212,False,50.1308,0.0000,0.2211,270.0000,179.7473,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.3284,False,50.0732,0.0000,-0.5034,270.0000,180.5760,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.3355,False,50.0236,0.0000,-1.1855,270.0000,181.3576,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.3420,False,49.9809,0.0000,-1.8232,270.0000,182.0891,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.3487,False,49.9398,0.0000,-2.4872,270.0000,182.8512,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.3556,False,49.8989,-0.0002,-3.1822,270.0000,183.6487,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.3626,False,49.8517,-0.0022,-3.8774,270.0000,184.4449,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.3701,False,49.7928,-0.0065,-4.6170,270.0000,185.2901,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.3768,False,49.7334,-0.0121,-5.2691,270.0000,186.0339,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.3833,False,49.6690,-0.0193,-5.9000,270.0198,186.7520,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.3903,False,49.5928,-0.0290,-6.5737,270.0343,187.5176,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.3970,False,49.5105,-0.0403,-7.2332,270.0443,188.2656,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.4039,False,49.4185,-0.0539,-7.9056,270.0560,189.0269,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.4102,False,49.3272,-0.0682,-8.5207,270.0766,189.7224,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.4174,False,49.2152,-0.0865,-9.2180,270.1009,190.5096,0.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.4240,False,49.1064,-0.1050,-9.8467,270.1187,101.3389,89.9992,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.4308,False,48.9869,-0.1259,-10.4911,270.1413,102.0880,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.4373,False,48.8608,-0.1486,-11.1280,270.1678,102.8304,89.9995,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.4441,False,48.7215,-0.1743,-11.7883,270.1978,103.6017,89.9998,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.4513,False,48.5648,-0.2039,-12.4851,270.2315,104.4177,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.4579,False,48.4169,-0.2323,-13.1046,270.2647,105.1451,89.9999,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.4645,False,48.2603,-0.2628,-13.7262,270.2980,105.8770,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.4711,False,48.0952,-0.2955,-14.3482,270.3375,106.6112,90.0002,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.4780,False,47.9109,-0.3325,-15.0067,270.3784,107.3915,90.0001,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.4845,False,47.7290,-0.3694,-15.6249,270.4206,108.1268,89.9999,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.4917,False,47.5221,-0.4118,-16.2938,270.4694,108.9248,90.0005,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.4982,False,47.3281,-0.4520,-16.8919,270.5155,109.6421,89.9999,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.5050,False,47.1132,-0.4969,-17.5250,270.5661,110.4037,90.0002,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.5122,False,46.8749,-0.5471,-18.1949,270.6231,111.2144,89.9998,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.5189,False,46.6466,-0.5956,-18.8082,270.6784,111.9597,89.9999,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.5262,False,46.3882,-0.6508,-19.4725,270.7407,112.7715,89.9999,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.5331,False,46.1354,-0.7052,-20.0948,270.8026,113.5363,89.9997,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.5401,False,45.8675,-0.7631,-20.7272,270.8684,114.3180,89.9999,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.5467,False,45.6073,-0.8197,-21.3172,270.9325,115.0517,90.0001,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.5537,False,45.3212,-0.8823,-21.9413,271.0037,115.8329,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.5600,False,45.0544,-0.9408,-22.5014,271.0701,116.5386,90.0002,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.5667,False,44.7680,-1.0039,-23.0814,271.1416,117.2745,90.0001,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.5733,False,44.4735,-1.0691,-23.6568,271.2156,118.0098,90.0001,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.5799,False,44.1697,-1.1365,-24.2295,271.2921,118.7472,90.0001,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.5867,False,43.8503,-1.2076,-24.8106,271.3727,119.5013,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.5933,False,43.5298,-1.2792,-25.3739,271.4541,120.2383,89.9999,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.6000,False,43.2034,-1.3523,-25.9283,271.5372,120.9698,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.6069,True,42.8508,-1.4314,-26.5071,271.6270,121.7406,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.6136,False,42.4994,-1.5105,-27.0647,271.7170,122.4901,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.6209,False,42.1151,-1.5972,-27.6539,271.8155,123.2900,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.6273,False,41.7669,-1.6759,-28.1705,271.9051,123.9984,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.6337,False,41.4105,-1.7566,-28.6834,271.9969,124.7087,90.0001,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.6403,False,41.0359,-1.8415,-29.2060,272.0938,125.4401,90.0001,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.6469,False,40.6511,-1.9289,-29.7266,272.1933,126.1765,90.0001,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.6540,False,40.2351,-2.0235,-30.2719,272.3012,126.9569,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.6606,False,39.8400,-2.1134,-30.7737,272.4039,127.6837,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.6677,False,39.4082,-2.2119,-31.3058,272.5164,128.4636,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.6742,False,38.9983,-2.3054,-31.7956,272.6232,129.1906,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.6814,False,38.5387,-2.4103,-32.3281,272.7432,129.9916,89.9999,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.6880,False,38.1193,-2.5062,-32.7997,272.8530,130.7103,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.6950,False,37.6602,-2.6111,-33.3009,272.9733,131.4847,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.7016,False,37.2197,-2.7119,-33.7679,273.0890,132.2162,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.7082,False,36.7719,-2.8144,-34.2293,273.2065,132.9490,90.0001,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.7152,False,36.2920,-2.9243,-34.7094,273.3327,133.7231,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.7219,False,35.8316,-3.0298,-35.1571,273.4539,134.4557,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.7292,False,35.3115,-3.1489,-35.6480,273.5909,135.2716,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.7365,False,34.7908,-3.2682,-36.1246,273.7282,136.0774,90.0001,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.7448,False,34.1932,-3.4050,-36.6542,273.8860,136.9895,89.9999,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.7528,False,33.6037,-3.5400,-37.1592,274.0417,137.8764,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.7616,False,32.9483,-3.6900,-37.7016,274.2149,138.8490,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.7721,False,32.1559,-3.8713,-38.3318,274.4243,140.0073,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.7809,False,31.4772,-4.0265,-38.8507,274.6038,140.9853,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.7900,False,30.7686,-4.1884,-39.3730,274.7912,141.9936,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.7984,False,30.1118,-4.3382,-39.8400,274.9648,142.9173,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.8082,False,29.3281,-4.5169,-40.3771,275.1718,144.0070,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.8172,False,28.6053,-4.6814,-40.8537,275.3624,145.0007,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.8265,False,27.8435,-4.8546,-41.3375,275.5632,146.0372,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.8351,False,27.1459,-5.0129,-41.7646,275.7466,146.9772,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.8436,False,26.4404,-5.1727,-42.1817,275.9319,147.9196,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.8524,False,25.6969,-5.3408,-42.6058,276.1268,148.9045,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.8606,False,25.0040,-5.4972,-42.9871,276.3079,149.8151,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.8691,False,24.2854,-5.6590,-43.3690,276.4952,150.7524,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.8767,False,23.6301,-5.8063,-43.7056,276.6655,151.6015,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.8844,False,22.9667,-5.9551,-44.0353,276.8373,152.4556,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.8923,False,22.2877,-6.1070,-44.3617,277.0128,153.3246,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.9001,False,21.6080,-6.2586,-44.6774,277.1876,154.1895,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.9071,True,20.9875,-6.3967,-44.9563,277.3466,154.9749,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.9146,False,20.3263,-6.5435,-45.2440,277.5153,155.8075,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.9219,False,19.6834,-6.6858,-45.5146,277.6786,156.6132,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.9295,False,19.0000,-6.8366,-45.7924,277.8514,157.4657,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.9367,False,18.3577,-6.9779,-46.0446,278.0129,158.2632,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.9432,False,17.7726,-7.1062,-46.2668,278.1593,158.9866,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.9505,False,17.1184,-7.2492,-46.5072,278.3220,159.7923,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.9574,False,16.4899,-7.3860,-46.7300,278.4774,160.5633,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.9643,False,15.8624,-7.5222,-46.9449,278.6317,161.3303,89.9999,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.9714,False,15.2135,-7.6624,-47.1590,278.7902,162.1203,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.9781,False,14.5989,-7.7946,-47.3545,278.9391,162.8660,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.9850,False,13.9632,-7.9309,-47.5492,279.0922,163.6348,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.9921,False,13.3060,-8.0710,-47.7425,279.2492,164.4267,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
3.9985,False,12.7149,-8.1964,-47.9097,279.3893,165.1368,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.0051,False,12.1037,-8.3255,-48.0759,279.5329,165.8687,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.0119,False,11.4650,-8.4597,-48.2423,279.6818,166.6313,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.0188,False,10.8200,-8.5943,-48.4029,279.8307,167.3992,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.0262,False,10.1345,-8.7366,-48.5654,279.9873,168.2128,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.0326,False,9.5275,-8.8617,-48.7023,280.1246,168.9312,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.0392,False,8.9025,-8.9896,-48.8364,280.2644,169.6688,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.0461,False,8.2594,-9.1202,-48.9671,280.4068,170.4259,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.0526,False,7.6372,-9.2456,-49.0864,280.5428,171.1564,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.0594,False,6.9943,-9.3740,-49.2024,280.6817,171.9094,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.0657,False,6.3955,-9.4925,-49.3038,280.8094,172.6091,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.0723,False,5.7777,-9.6137,-49.4014,280.9395,173.3294,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.0785,False,5.1746,-9.7307,-49.4898,281.0647,174.0309,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.0849,False,4.5649,-9.8476,-49.5723,281.1895,174.7387,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.0916,False,3.9280,-9.9683,-49.6507,281.3177,175.4767,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.0982,False,3.2837,-10.0886,-49.7220,281.4453,176.2216,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.1046,False,2.6752,-10.2005,-49.7816,281.5636,176.9239,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.1108,False,2.0862,-10.3070,-49.8320,281.6760,177.6027,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.1183,False,1.3459,-10.4382,-49.8846,281.8143,178.4545,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.1252,False,0.6837,-10.5528,-49.9212,281.9348,179.2153,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.1322,False,0.0165,-10.6651,-49.9475,282.0532,179.9811,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.1392,False,-0.6736,-10.7777,-49.9627,282.1719,180.7724,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.1455,False,-1.2661,-10.8710,-49.9654,282.2708,181.4515,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.1522,False,-1.9347,-10.9720,-49.9558,282.3784,182.2179,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.1592,False,-2.6093,-11.0684,-49.9314,282.4823,182.9915,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.1663,False,-3.2919,-11.1601,-49.8917,282.5822,183.7749,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.1736,False,-4.0018,-11.2509,-49.8408,282.6810,184.5905,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.1804,False,-4.6577,-11.3308,-49.7854,282.7678,185.3448,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.1877,False,-5.3717,-11.4135,-49.7160,282.8573,186.1667,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.1944,False,-6.0138,-11.4841,-49.6454,282.9334,186.9069,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.2013,False,-6.6845,-11.5540,-49.5633,283.0085,187.6810,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.2082,True,-7.3559,-11.6201,-49.4725,283.0793,188.4572,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.2159,False,-8.0958,-11.6885,-49.3623,283.1522,189.3140,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.2227,False,-8.7534,-11.7453,-49.2555,283.2125,190.0770,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.2296,False,-9.4181,-11.7990,-49.1388,283.2693,190.8499,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.2369,False,-10.1282,-11.8523,-49.0045,283.3252,191.6774,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.2435,False,-10.7530,-11.8956,-48.8779,283.3705,192.4073,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.2507,False,-11.4439,-11.9397,-48.7287,283.4163,193.2164,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.2572,False,-12.0678,-11.9761,-48.5856,283.4538,193.9490,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.2643,False,-12.7429,-12.0118,-48.4215,283.4902,194.7440,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.2709,False,-13.3720,-12.0417,-48.2600,283.5204,195.4872,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.2776,False,-14.0053,-12.0684,-48.0889,283.5472,196.2376,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.2845,False,-14.6619,-12.0927,-47.9023,283.5710,197.0183,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.2918,False,-15.3459,-12.1141,-47.6979,283.5917,197.8346,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.2988,False,-15.9971,-12.1310,-47.4935,283.6074,198.6149,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.3061,False,-16.6807,-12.1450,-47.2687,283.6198,199.4374,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.3133,False,-17.3448,-12.1549,-47.0400,283.6278,200.2401,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.3203,False,-17.9980,-12.1612,-46.8050,283.6319,201.0333,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.3272,False,-18.6243,-12.1639,-46.5701,283.6322,201.7974,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.3338,False,-19.2337,-12.1635,-46.3325,283.6292,202.5445,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.3406,False,-19.8526,-12.1600,-46.0817,283.6228,203.3069,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.3474,False,-20.4626,-12.1536,-45.8251,283.6132,204.0625,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.3541,False,-21.0705,-12.1441,-45.5599,283.6003,204.8196,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.3616,False,-21.7380,-12.1303,-45.2577,283.5825,205.6557,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.3688,False,-22.3765,-12.1137,-44.9573,283.5619,206.4608,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.3759,False,-23.0061,-12.0941,-44.6503,283.5380,207.2599,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.3827,False,-23.6023,-12.0726,-44.3493,283.5122,208.0215,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.3913,False,-24.3460,-12.0417,-43.9596,283.4757,208.9788,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
4.3985,False,-24.9711,-12.0123,-43.6194,283.4413,209.7902,90.0000,358.4152,13.4885,270.2068,2.5101,251.2307,359.9135
